cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
316390,São Pedro da União,4563,2710,210.56,185.05,25.51,210.56,,,,4115,0,4075,0,415,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316390,São Pedro da União,4563,,,,,,4400,144.02,0.00,,,,,,,,31639011,Prefeitura Municipal de São Pedro da União,PMSPU,Local,Administração pública direta,Esgoto
316410,São Pedro do Suaçuí,5160,2271,173.90,149.21,24.69,173.90,,,,4140,1,4137,1,335,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316410,São Pedro do Suaçuí,5160,,,,,,2133,115.83,0.00,,,,,,,,31641011,Prefeitura Municipal de São Pedro do Suaçuí,PMSPS,Local,Administração pública direta,Esgoto
316400,São Pedro dos Ferros,7634,5068,408.39,408.39,0.00,408.39,,,,2682,0,2682,0,130,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316420,São Romão,12713,5641,318.08,159.04,159.04,318.08,2132,74.52,74.52,4041,0,4037,9,157,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316430,São Roque de Minas,7100,4119,355.99,178.00,177.99,355.99,3773,203.73,199.97,7968,0,7954,0,144,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316443,São Sebastião da Vargem Alegre,3039,1722,135.99,0.00,135.99,135.99,,,,483,0,493,0,126,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316443,São Sebastião da Vargem Alegre,3039,,,,,,1607,60.12,0.00,,,,,,,,31644311,Prefeitura Municipal de São Sebastião da Vargem Alegre,PMSSVA,Local,Administração pública direta,Esgoto
316447,São Sebastião do Anta,6697,4067,190.24,190.24,0.00,190.24,,,,2922,0,2922,0,95,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316450,São Sebastião do Maranhão,9884,2860,146.02,146.02,0.00,146.02,1995,73.85,0.00,3760,0,3758,0,191,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316460,São Sebastião do Oeste,6948,3686,394.32,0.00,394.32,394.32,,,,383,0,380,0,159,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316460,São Sebastião do Oeste,6948,,,,,,4119,365.00,0.00,,,,,,,,31646011,Prefeitura Municipal de São Sebastião do Oeste,PMSSO,Local,Administração pública direta,Esgoto
316470,São Sebastião do Paraíso,71915,63331,5023.92,4942.97,80.95,5023.92,60621,2766.16,2766.16,5522,0,5420,2,1020,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316480,São Sebastião do Rio Preto,1478,820,43.80,0.00,43.80,0.00,,,,4,0,48,2,48,2,,31648011,Prefeitura Municipal de São Sebastião do Rio Preto,PMSSRP,Local,Administração pública direta,Água
316490,São Sebastião do Rio Verde,2259,2259,150.00,150.00,0.00,0.00,2259,130.00,81.00,4158,1,7462,2,72,0,,31649011,Prefeitura Municipal de São Sebastião do Rio Verde,PMSSRV,Local,Administração pública direta,Água e Esgoto
316520,São Thomé das Letras,7151,4118,305.73,291.76,13.97,305.73,,,,6913,0,6908,0,226,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316500,São Tiago,10979,8270,563.23,563.23,0.00,563.23,5648,231.75,229.00,8459,0,8440,0,374,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316510,São Tomás de Aquino,6980,5146,417.93,0.00,417.93,417.93,,,,880,0,862,1,154,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316510,São Tomás de Aquino,6980,,,,,,5534,970.00,0.00,,,,,,,,31651011,Prefeitura Municipal de São Tomás de Aquino,PMSTA,Local,Administração pública direta,Esgoto
316530,São Vicente de Minas,7876,6028,444.48,444.48,0.00,444.48,,,,3627,0,3620,2,210,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316530,São Vicente de Minas,7876,,,,,,7876,475.86,0.00,,,,,,,,31653011,Prefeitura Municipal de São Vicente de Minas,PMSVM,Local,Administração pública direta,Esgoto
316540,Sapucaí-Mirim,7045,4152,268.93,268.93,0.00,268.93,3624,148.34,0.00,6968,0,6868,145,114,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316550,Sardoá,6421,2213,132.50,0.00,132.50,132.50,,,,410,0,375,0,122,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316550,Sardoá,6421,,,,,,2300,26.00,0.00,,,,,,,,31655011,Prefeitura Municipal de Sardoá,PMS,Local,Administração pública direta,Esgoto
316553,Sarzedo,34050,30698,2850.65,2850.65,0.00,2850.65,27524,1208.00,0.00,9279,0,9272,5,530,7,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316557,Senador Amaral,5365,3067,236.54,136.81,99.73,236.54,,,,4373,0,4386,1,172,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316557,Senador Amaral,5365,,,,,,5365,172.30,0.00,,,,,,,,31655711,Prefeitura Municipal de Senador Amaral,PMSA,Local,Administração pública direta,Esgoto
316560,Senador Cortes,2001,1522,240.00,200.00,40.00,220.00,1423,158.00,0.00,4800,0,4850,46,380,6,,31656011,Prefeitura Municipal de Senador Cortes,PMSC,Local,Administração pública direta,Água e Esgoto
316570,Senador Firmino,7902,7902,458.57,458.57,0.00,458.34,4614,140.48,0.00,3805,0,3808,0,261,0,,31657011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316580,Senador José Bento,1422,520,126.00,126.00,0.00,0.00,520,95.00,0.00,5760,0,5760,0,84,0,,31658011,Prefeitura Municipal de Senador José Bento,PMSJB,Local,Administração pública direta,Água e Esgoto
316590,Senador Modestino Gonçalves,4056,1738,109.79,0.00,109.79,109.79,,,,439,0,439,0,161,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316590,Senador Modestino Gonçalves,4056,,,,,,4000,64.00,0.00,,,,,,,,31659011,Prefeitura Municipal de Senador Modestino Gonçalves,PMSMG,Local,Administração pública direta,Esgoto
316600,Senhora de Oliveira,5786,3315,233.39,233.39,0.00,0.00,3315,233.39,233.39,147,0,147,0,147,0,,31660011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316610,Senhora do Porto,3516,1306,91.31,45.66,45.65,91.31,,,,2637,0,2635,1,168,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316620,Senhora dos Remédios,10474,6950,468.00,128.00,251.60,0.00,4697,255.00,0.00,400,40,400,40,12,2,,31662011,Prefeitura Municipal de Senhora dos Remédios,PMSR,Local,Administração pública direta,Água e Esgoto
316630,Sericita,7340,3878,226.29,226.29,0.00,226.29,,,,2684,0,2684,1,105,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316640,Seritinga,1857,1580,90.13,90.13,0.00,0.00,1580,73.56,0.00,3285,0,3285,0,47,0,,31664011,Prefeitura Municipal de Seritinga,PMS,Local,Administração pública direta,Água e Esgoto
316650,Serra Azul de Minas,4292,1508,104.33,0.00,104.33,104.33,1092,41.96,0.00,485,8,483,2,147,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316660,Serra da Saudade,771,498,51.18,0.00,51.18,51.18,468,29.94,22.03,257,0,257,1,140,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316680,Serra do Salitre,11750,8033,631.18,631.18,0.00,631.18,,,,4648,4,4635,16,368,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316680,Serra do Salitre,11750,,,,,,11582,520.00,0.00,,,,,,,,31668011,Prefeitura Municipal de Serra do Salitre,PMSS,Local,Administração pública direta,Esgoto
316670,Serra dos Aimorés,8725,5724,386.01,386.01,0.00,386.01,3191,107.62,107.62,3792,0,3785,34,139,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316670,Serra dos Aimorés,8725,384,15.15,15.15,0.00,0.00,,,,413,0,263,0,208,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
316690,Serrania,7667,6265,468.23,468.23,0.00,468.23,,,,3287,0,3266,4,167,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316690,Serrania,7667,,,,,,6650,785.00,785.00,,,,,,,,31669011,Prefeitura Municipal de Serrania,PMS,Local,Administração pública direta,Esgoto
316695,Serranópolis de Minas,4836,1862,107.84,107.84,0.00,107.84,,,,4945,6,4871,29,259,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316710,Serro,20915,10558,688.80,688.80,0.00,688.80,8082,297.15,297.15,4082,0,4091,21,487,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316710,Serro,20915,1963,155.23,0.00,155.23,0.00,458,49.33,0.00,413,14,413,0,727,3,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316720,Sete Lagoas,243950,242803,25395.80,7307.20,18088.60,7307.20,235251,11403.18,2775.10,12302,32,12265,62,9169,12,,31672011,"Serviço Autônomo de Água, Esgoto e Saneamento Urbano",SAAE,Local,Autarquia,Água e Esgoto
316555,Setubinha,12493,4539,184.64,144.59,40.04,104.64,2280,79.02,0.00,6721,11,6730,94,400,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316730,Silveirânia,2267,1494,89.00,0.00,89.00,89.00,,,,573,0,377,8,145,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316730,Silveirânia,2267,,,,,,2267,68.98,0.00,,,,,,,,31673011,Prefeitura Municipal de Silveirania,PMS,Local,Administração pública direta,Esgoto
316740,Silvianópolis,6258,3769,432.00,432.00,0.00,432.00,3769,135.00,0.00,8600,0,8600,0,84,0,,31674011,Prefeitura Municipal de Silvianópolis,PMS,Local,Administração pública direta,Água e Esgoto
316750,Simão Pereira,2621,2618,100.00,100.00,0.00,0.00,2615,50.00,0.00,1,0,1,0,1,0,,31675011,Prefeitura Municipal de Simão Pereira,PMSP,Local,Administração pública direta,Água e Esgoto
316760,Simonésia,19834,6134,498.85,498.85,0.00,498.85,,,,3554,2,3554,0,241,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316760,Simonésia,19834,,,,,,19736,1200.00,0.00,,,,,,,,31676011,Prefeitura Municipal de Simonésia,pmsim,Local,Administração pública direta,Esgoto
316770,Sobrália,5476,3193,238.50,238.50,0.00,238.50,,,,2660,0,2642,0,127,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316770,Sobrália,5476,,,,,,4319,647.85,0.00,,,,,,,,31677011,Prefeitura Municipal de Sobrália,PMS,Local,Administração pública direta,Esgoto
316780,Soledade de Minas,6226,4125,763.66,763.66,0.00,0.00,4125,109.20,0.00,4392,345,4392,7,72,4,,31678011,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316790,Tabuleiro,3669,2535,183.26,183.26,0.00,183.26,,,,1590,0,1569,2,145,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316790,Tabuleiro,3669,,,,,,3469,40.16,0.00,,,,,,,,31679011,Prefeitura Municipal de Tabuleiro,PMT,Local,Administração pública direta,Esgoto
316800,Taiobeiras,34653,23573,1286.42,428.81,857.61,1286.42,14772,453.29,453.29,3753,0,3754,3,500,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316800,Taiobeiras,34653,1298,130.76,0.00,130.76,130.76,,,,1072,0,1096,0,532,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
316805,Taparuba,3093,1385,260.00,260.00,0.00,0.00,1385,120.00,0.00,8853,229,9000,215,300,0,,31680511,Serviço Autônomo de Água e Esgotos de Taparuba,SAAE,Local,Autarquia,Água e Esgoto
316810,Tapira,4890,2835,251.16,0.00,251.16,251.16,,,,870,0,870,0,142,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316820,Tapiraí,1869,932,68.46,7.54,60.92,68.46,,,,1402,0,1076,0,267,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316820,Tapiraí,1869,,,,,,1083,100.00,0.00,,,,,,,,31682011,Prefeitura Municipal de Tapiraí,PMT,Local,Administração pública direta,Esgoto
316830,Taquaraçu de Minas,4120,1885,269.22,64.43,204.79,269.22,956,48.42,0.00,5610,1,5576,2,305,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316840,Tarumirim,14280,7641,599.56,424.04,175.52,599.56,,,,4557,37,4553,16,625,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316840,Tarumirim,14280,,,,,,8012,452.90,0.00,,,,,,,,31684011,Prefeitura Municipal de Tarumirim,PMT,Local,Administração pública direta,Esgoto
316850,Teixeiras,11680,7625,597.33,597.33,0.00,597.33,,,,3626,0,3584,0,234,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316860,Teófilo Otoni,141269,97486,8153.01,8022.74,130.27,8153.01,87184,3493.60,3197.10,10323,0,10227,7,1297,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316860,Teófilo Otoni,141269,1378,32.02,0.00,32.02,0.00,1432,19.58,19.58,106,17,106,40,195,7,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
316870,Timóteo,91268,79040,7247.28,3623.64,3623.64,7247.28,79142,2765.02,2468.85,6016,0,5875,9,1005,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316880,Tiradentes,8160,5207,725.86,362.93,362.93,725.86,3922,275.63,0.00,9635,0,9629,5,170,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316890,Tiros,6369,4453,427.00,427.00,0.00,427.00,,,,4417,1,4417,0,135,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316890,Tiros,6369,,,,,,4441,551.00,0.00,,,,,,,,31689011,Prefeitura Municipal de Tiros,PMT,Local,Administração pública direta,Esgoto
316900,Tocantins,16769,16769,1664.00,1250.00,350.00,0.00,16769,1036.00,0.00,4481,123,4481,47,384,9,,31690011,Prefeitura Municipal de Tocantins,PMT,Local,Administração pública direta,Água e Esgoto
316905,Tocos do Moji,4117,2500,121.02,104.69,16.33,104.69,,,,4369,0,4369,580,205,0,,31690511,Prefeitura Municipal de Tocos do Moji,PMTM,Local,Administração pública direta,Água
316910,Toledo,6336,2368,344.37,344.37,0.00,344.37,,,,8124,1,8142,2,137,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316920,Tombos,7683,6307,450.00,410.00,0.00,410.00,6307,328.00,0.00,6858,0,8236,0,300,0,,31692011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316930,Três Corações,80561,65393,5785.39,5785.39,0.00,5785.39,62802,2718.00,877.96,6668,1,6559,2,904,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316935,Três Marias,33062,27863,2440.16,2440.16,0.00,2440.16,21320,853.83,853.83,5061,0,5061,1,744,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
316940,Três Pontas,57127,57127,4945.81,4877.15,68.66,4925.21,56899,2674.26,54.93,12660,0,12638,113,930,3,,31694011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
316950,Tumiritinga,6797,4180,339.39,339.39,0.00,339.39,,,,4496,0,4496,2,187,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
316950,Tumiritinga,6797,,,,,,3128,526.40,324.00,,,,,,,,31695011,Prefeitura Municipal de Tumiritinga,PMT,Local,Administração pública direta,Esgoto
316960,Tupaciguara,25466,25453,3399.59,2147.21,1252.38,0.00,25453,2719.67,0.00,6840,0,6840,5,2592,0,,31696011,Departamento de Água e Esgoto,DAE,Local,Autarquia,Água e Esgoto
