cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
313810,Lassance,6494,6494,540.00,145.00,380.00,144.72,,,,120,2,120,0,120,5,,31381011,Serviço Autônomo de Água e Esgotosl de Lassance,SAAE,Local,Autarquia,Água
313820,Lavras,105756,94648,7706.61,7706.61,0.00,7706.61,91051,3868.79,3868.79,7572,15,7580,42,1181,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313830,Leandro Ferreira,3222,2082,208.98,0.00,208.98,208.98,1913,91.52,0.00,276,0,276,0,130,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313835,Leme do Prado,4923,1731,115.98,115.98,0.00,59.87,1322,72.21,72.21,6476,3,6476,23,457,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
313840,Leopoldina,52690,39418,3732.87,3732.87,0.00,3732.87,,,,4765,1,4709,1,764,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313840,Leopoldina,52690,,,,,,52232,9465.00,983.00,,,,,,,,31384011,Prefeitura Municipal de Leopoldina,PML,Local,Administração pública direta,Esgoto
313850,Liberdade,4994,3720,275.20,275.20,0.00,275.20,,,,3147,0,3139,2,120,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313860,Lima Duarte,16749,15663,1565.00,1500.00,65.00,0.00,15503,571.00,0.00,4380,16,4380,0,384,1,,31386011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Autarquia,Água e Esgoto
313862,Limeira do Oeste,7640,5399,358.70,358.70,0.00,358.70,5253,226.23,226.23,3930,0,3932,0,154,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313865,Lontra,9766,4811,237.12,118.56,118.56,237.12,2052,67.94,67.94,2177,0,2178,1,132,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313867,Luisburgo,6249,1840,314.00,314.00,0.00,296.00,1840,180.00,0.00,3650,5,3650,20,222,3,,31386711,Prefeitura Municipal de Luisburgo,PML,Local,Administração pública direta,Água e Esgoto
313868,Luislândia,6735,3155,132.53,0.00,132.53,132.53,,,,510,0,510,0,133,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313870,Luminárias,5431,4182,497.66,497.66,0.00,0.00,4178,60.00,0.00,720,0,96,0,1,0,,31387011,Prefeitura Municipal de Luminárias,PML,Local,Administração pública direta,Água e Esgoto
313880,Luz,18297,15723,1388.02,694.01,694.01,1388.02,,,,4627,0,4833,0,374,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313880,Luz,18297,,,,,,18257,3100.00,3100.00,,,,,,,,31388011,Serviço Autônomo de Água e Esgoto de Luz,SAAE,Local,Autarquia,Esgoto
313890,Machacalis,7112,5563,325.12,325.12,0.00,325.12,,,,4136,0,4128,0,141,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313890,Machacalis,7112,,,,,,7110,750.00,0.00,,,,,,,,31389011,Prefeitura Municipal de Machacalis,PMM,Local,Administração pública direta,Esgoto
313900,Machado,42682,42413,3214.91,3139.77,75.14,3139.77,42413,1831.93,1391.13,4422,0,4422,0,884,0,,31390011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
313910,Madre de Deus de Minas,5119,3692,274.73,137.37,137.36,274.73,,,,3560,0,3553,0,152,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313910,Madre de Deus de Minas,5119,,,,,,4402,119.80,0.00,,,,,,,,31391011,Prefeitura Municipal de Madre de Deus de Minas,PMMDM,Local,Administração pública direta,Esgoto
313920,Malacacheta,18556,10382,558.85,558.85,0.00,558.85,9382,290.93,290.93,4543,0,4521,1,221,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313920,Malacacheta,18556,1419,51.55,0.00,51.55,51.55,1419,35.40,25.43,459,4,462,51,461,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
313925,Mamonas,6565,3627,362.88,0.00,0.00,0.00,419,27.70,0.00,40,0,60,0,60,17,,31392511,Prefeitura Municipal de Mamonas,PMM,Local,Administração pública direta,Água e Esgoto
313930,Manga,18051,11769,769.99,769.99,0.00,769.99,2225,85.28,85.28,3218,0,3216,1,262,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
313940,Manhuaçu,92074,92074,5754.74,4944.24,780.00,4944.24,92074,4530.60,4.80,32480,48,31640,50,3460,10,,31394011,Serviço Autônomo Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
313950,Manhumirim,22894,17898,1734.48,1419.12,315.36,1734.48,17485,875.00,0.00,4380,0,4380,0,192,0,,31395011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
313960,Mantena,27651,27111,2698.68,2608.68,0.00,2608.68,27111,2024.00,1518.00,8183,80,8230,126,674,0,,31396011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
313980,Mar de Espanha,12985,10705,796.32,398.16,398.16,796.32,,,,2595,0,2636,1,280,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313980,Mar de Espanha,12985,,,,,,11947,2007.00,0.00,,,,,,,,31398011,Prefeitura Municipal de Mar de Espanha,PMME,Local,Administração pública direta,Esgoto
313970,Maravilhas,8113,5383,399.30,399.30,0.00,399.30,,,,551,0,552,1,169,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313970,Maravilhas,8113,,,,,,5545,515.00,515.00,,,,,,,,31397011,Prefeitura Municipal de Maravilhas,PMM,Local,Administração pública direta,Esgoto
313990,Maria da Fé,14019,7924,537.35,537.35,0.00,537.35,,,,6221,0,6206,3,242,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313990,Maria da Fé,14019,,,,,,7551,900.00,0.00,,,,,,,,31399011,Prefeitura Municipal de Maria da Fé,PMMF,Local,Administração pública direta,Esgoto
314000,Mariana,61830,61830,7098.27,3723.92,3374.35,0.00,61830,5323.70,0.00,19450,98,19309,92,1910,34,,31400011,Serviço Autônomo de Água e Esgoto de Mariana,SAAE,Local,Autarquia,Água e Esgoto
314010,Marilac,4079,2917,266.23,266.23,0.00,266.23,,,,3072,3,3047,10,110,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314015,Mário Campos,15814,14154,1421.27,1421.27,0.00,1421.27,,,,4722,0,4718,0,354,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314020,Maripá de Minas,3000,2371,203.65,0.00,203.65,203.65,,,,1501,0,1510,0,132,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314020,Maripá de Minas,3000,,,,,,2100,139.00,0.00,,,,,,,,31402011,Prefeitura Municipal de Maripá de Minas,PMMM,Local,Administração pública direta,Esgoto
314030,Marliéria,4030,4030,1145.00,1140.00,0.00,0.00,2860,147.00,0.00,5160,0,5160,0,96,0,,31403011,Prefeitura Municipal de Marliéria,PMM,Local,Administração pública direta,Água e Esgoto
314040,Marmelópolis,2701,2686,460.00,200.00,0.00,0.00,1900,305.00,0.00,72,72,72,72,72,72,,31404011,Prefeitura Municipal de Marmelópolis,PMM,Local,Administração pública direta,Água e Esgoto
314050,Martinho Campos,13497,11125,877.19,362.96,514.23,877.19,6605,311.20,311.20,4032,0,3504,3,852,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314053,Martins Soares,8640,1965,136.69,136.69,0.00,136.69,,,,2272,0,2272,0,93,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314055,Mata Verde,8700,6927,346.61,346.61,0.00,346.61,6927,170.01,170.01,2348,0,2346,2,204,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314060,Materlândia,4415,2022,110.40,0.00,110.40,110.40,,,,2503,1,2501,5,167,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314060,Materlândia,4415,,,,,,3030,130.00,0.00,,,,,,,,31406011,Prefeitura Municipal de Materlândia,PMM,Local,Administração pública direta,Esgoto
314070,Mateus Leme,31631,22121,3010.80,2685.92,324.88,3010.80,12597,721.54,721.54,11631,0,11633,11,737,71,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
317150,Mathias Lobato,3157,2371,191.12,191.12,0.00,191.12,,,,3495,0,3484,0,107,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314080,Matias Barbosa,14626,13574,1041.34,258.23,783.11,1041.34,,,,8001,1,8044,4,497,27,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314080,Matias Barbosa,14626,,,,,,14118,798.00,17.00,,,,,,,,31408011,Prefeitura Municipal de Matias Barbosa,PMMB,Local,Administração pública direta,Esgoto
314085,Matias Cardoso,11360,5661,367.17,258.09,109.08,367.17,,,,4531,1,4458,0,547,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314090,Matipó,19098,13940,896.43,836.29,60.14,896.43,,,,8308,1,8309,2,331,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314090,Matipó,19098,,,,,,13852,721.79,0.00,,,,,,,,31409011,Prefeitura Municipal de Matipó,PMM,Local,Administração pública direta,Esgoto
314100,Mato Verde,12367,9582,598.90,598.90,0.00,598.90,,,,9105,0,9099,0,362,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314100,Mato Verde,12367,,,,,,8245,99.80,99.80,,,,,,,,31410011,Prefeitura Municipal de Mato Verde,PMMV,Local,Administração pública direta,Esgoto
314110,Matozinhos,38469,31537,3251.81,1266.91,1984.90,3251.81,23386,1088.15,598.49,5760,1,5758,3,771,18,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314120,Matutina,3733,2579,276.31,248.30,28.01,276.31,,,,4611,2,4611,1,254,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314120,Matutina,3733,,,,,,3359,550.00,0.00,,,,,,,,31412011,Prefeitura Municipal de Matutina,PMM,Local,Administração pública direta,Esgoto
314130,Medeiros,3861,2130,158.66,79.33,79.33,158.66,,,,3174,0,3146,0,131,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314130,Medeiros,3861,,,,,,3861,394.00,394.00,,,,,,,,31413011,Prefeitura Municipal de Medeiros,PMM,Local,Administração pública direta,Esgoto
314140,Medina,20701,13552,684.09,684.09,0.00,684.09,12625,362.39,362.39,3464,1,3461,0,292,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314140,Medina,20701,1752,75.91,32.84,43.07,32.84,1386,41.63,41.63,197,0,185,5,184,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314150,Mendes Pimentel,6446,3715,194.18,194.18,0.00,194.18,,,,3605,75,3605,51,220,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
314160,Mercês,10775,7333,520.61,520.61,0.00,520.61,,,,4176,19,4143,45,205,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314160,Mercês,10775,,,,,,10775,1500.00,0.00,,,,,,,,31416011,Prefeitura Municipal de Mercês,PMM,Local,Administração pública direta,Esgoto
314170,Mesquita,5489,4387,850.00,0.00,0.00,0.00,3750,500.00,0.00,12,0,200,0,12,0,,31417011,Prefeitura Municipal de Mesquita,PMM,Local,Administração pública direta,Água e Esgoto
314180,Minas Novas,31509,11698,576.38,576.38,0.00,576.38,6459,172.78,172.78,6126,0,6123,1,381,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314180,Minas Novas,31509,3863,248.05,80.00,168.05,80.00,2368,39.48,35.76,3405,5,3405,21,1278,2,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314190,Minduri,3891,3137,234.43,234.43,0.00,234.43,,,,3054,0,3047,0,158,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314190,Minduri,3891,,,,,,3540,212.00,0.00,,,,,,,,31419011,Prefeitura Municipal de Minduri,PMM,Local,Administração pública direta,Esgoto
314200,Mirabela,13651,8524,440.45,0.00,440.45,440.45,4427,149.87,149.87,3359,2,3359,0,213,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314210,Miradouro,10818,5865,397.22,397.22,0.00,397.22,,,,3347,1,3351,26,186,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314220,Miraí,15205,10095,830.15,781.65,48.50,830.15,,,,5197,0,5211,3,489,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314220,Miraí,15205,,,,,,14503,435.09,20.00,,,,,,,,31422011,Prefeitura Municipal de Miraí,PMM,Local,Administração pública direta,Esgoto
314225,Miravânia,4939,1159,86.01,0.00,86.01,86.01,,,,717,0,698,0,135,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314230,Moeda,4948,1891,241.14,241.14,0.00,241.14,,,,4305,8,4305,0,112,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314240,Moema,7589,6912,512.38,0.00,509.42,0.00,6030,435.52,435.52,278,0,370,28,278,14,,31424012,Serviço Autônomo de Água e Esgoto de Moema,SAAEM,Local,Autarquia,Água e Esgoto
314250,Monjolos,2184,1323,178.41,90.86,87.55,178.41,,,,1110,0,1111,1,287,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314260,Monsenhor Paulo,8764,6546,418.38,418.38,0.00,418.38,,,,3492,0,3480,0,171,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314260,Monsenhor Paulo,8764,,,,,,6586,339.68,0.00,,,,,,,,31426011,Prefeitura Municipal de Monsenhor Paulo,PMMP,Local,Administração pública direta,Esgoto
314270,Montalvânia,14621,9567,672.14,672.14,0.00,672.14,1248,38.31,38.31,8014,3,8009,2,582,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314280,Monte Alegre de Minas,21349,15766,1225.73,1037.10,0.00,1037.10,15616,601.14,573.11,3793,6,3793,5,562,6,,31428011,Prefeitura Municipal de Monte Alegre de Minas,PMMAM,Local,Administração pública direta,Água e Esgoto
314290,Monte Azul,20544,12299,864.56,864.56,0.00,864.56,1177,42.79,42.79,5883,0,5856,0,469,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314300,Monte Belo,13139,8164,652.05,326.03,326.02,652.05,,,,3331,0,3309,0,236,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314300,Monte Belo,13139,,,,,,600,27.90,0.00,,,,,,,,31430011,Prefeitura Municipal de Monte Belo,PMMB,Local,Administração pública direta,Esgoto
314310,Monte Carmelo,48049,48049,4373.05,2234.76,2138.29,0.00,40412,2385.60,1583.78,90378,0,40238,0,1932,0,,31431011,Departamento Municipal de Água e Esgoto,DMAE,Local,Autarquia,Água e Esgoto
314315,Monte Formoso,4939,1886,91.25,79.82,11.43,79.82,1500,59.79,59.79,4660,2,4660,6,413,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314320,Monte Santo de Minas,21504,16326,1499.47,1392.62,106.85,1499.47,,,,5252,0,5205,0,514,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314320,Monte Santo de Minas,21504,,,,,,15911,754.98,0.00,,,,,,,,31432011,Prefeitura Municipal de Monte Santo de Minas,PMMSM,Local,Administração pública direta,Esgoto
314340,Monte Sião,24247,17987,1826.84,1826.84,0.00,1826.84,17987,869.38,836.02,12771,1,12728,38,542,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314330,Montes Claros,417478,350351,29885.64,29796.05,89.59,29885.64,356645,11890.23,11890.23,27373,9,27080,27,3999,64,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314345,Montezuma,8379,3369,188.06,188.06,0.00,188.06,,,,3321,36,3321,5,132,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314345,Montezuma,8379,,,,,,2580,142.00,142.00,,,,,,,,31434511,Prefeitura Municipal de Montezuma,PMM,Local,Administração pública direta,Esgoto
314350,Morada Nova de Minas,8955,6665,570.84,570.84,0.00,570.84,4781,234.58,234.58,588,0,589,0,222,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314360,Morro da Garça,2413,1289,146.03,0.00,146.03,146.03,,,,508,0,508,0,157,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314360,Morro da Garça,2413,,,,,,1381,100.00,100.00,,,,,,,,31436011,Prefeitura Municipal de Morro da Garça,PMMG,Local,Administração pública direta,Esgoto
314370,Morro do Pilar,3126,2374,536.00,36.00,500.00,0.00,,,,5,0,5,0,3,0,,31437011,Prefeitura Municipal de Morro do Pilar,PMMP,Local,Administração pública direta,Água
314380,Munhoz,5960,3241,304.84,304.84,0.00,304.84,,,,3453,0,3449,1,100,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314390,Muriaé,109997,101766,8854.80,7826.60,788.40,7826.60,101766,5081.57,2134.99,22838,0,21893,12,5666,5,,31439011,Departamento Municipal de Saneamento Urbano,DEMSUR,Local,Autarquia,Água e Esgoto
314400,Mutum,26945,11657,775.12,775.12,0.00,775.12,7888,320.37,0.00,5463,0,5463,0,338,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314410,Muzambinho,20522,15672,1409.17,1409.17,0.00,1409.17,,,,8154,0,8114,0,400,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314410,Muzambinho,20522,,,,,,19000,3000.00,0.00,,,,,,,,31441011,Prefeitura Municipal de Muzambinho,PMM,Local,Administração pública direta,Esgoto
314420,Nacip Raydan,3221,1736,117.76,117.76,0.00,117.76,,,,418,0,401,0,107,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314430,Nanuque,40583,32665,2695.98,2695.98,0.00,2695.98,24792,981.46,218.40,10024,1,9968,50,727,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314435,Naque,7104,6144,342.68,342.68,0.00,342.68,,,,2368,0,2341,0,155,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314435,Naque,7104,,,,,,5480,250.03,0.00,,,,,,,,31443511,Prefeitura Municipal de Naque,PMN,Local,Administração pública direta,Esgoto
314440,Natércia,4727,2722,204.20,204.20,0.00,204.20,2078,106.19,0.00,5012,0,5006,0,113,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314450,Nazareno,8710,5541,398.32,398.32,0.00,398.32,,,,3798,0,3788,0,199,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314450,Nazareno,8710,,,,,,6635,360.00,0.00,,,,,,,,31445011,Prefeitura Municipal de Nazareno,PMN,Local,Administração pública direta,Esgoto
314460,Nepomuceno,26882,26882,2520.00,1870.00,0.00,1870.00,26882,1900.00,0.00,4680,0,4680,0,351,0,,31446011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
314465,Ninheira,10355,2773,309.45,309.45,0.00,309.45,,,,8321,0,8321,1,133,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314467,Nova Belém,3067,1270,65.24,63.63,1.61,65.24,1270,45.25,45.25,4533,37,4533,11,288,9,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314470,Nova Era,17524,16472,1369.39,1273.72,95.67,1369.39,16472,676.70,0.00,11000,0,1440,10,192,4,,31447011,Prefeitura Municipal de Nova Era,PMNE,Local,Administração pública direta,Água e Esgoto
314480,Nova Lima,97378,90168,12438.57,8292.38,4146.19,12438.57,22051,1269.20,1269.20,18182,0,18182,9,1514,26,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314490,Nova Módica,3548,2308,141.53,141.53,0.00,141.53,1852,71.80,0.00,3664,0,3652,0,108,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314500,Nova Ponte,16046,13765,1190.63,1023.64,0.00,1023.64,13765,793.76,793.76,1608,0,1608,0,148,0,,31450011,Prefeitura Municipal de Nova Ponte,DMAE,Local,Administração pública direta,Água e Esgoto
314505,Nova Porteirinha,7493,4207,432.93,432.93,0.00,432.93,1671,62.88,62.88,3933,0,3920,3,279,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314510,Nova Resende,16937,9530,700.97,700.97,0.00,700.97,,,,4439,0,4417,2,247,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314520,Nova Serrana,108241,80213,6432.05,6432.05,0.00,6432.05,79201,2940.26,2940.26,5220,5,5220,1,908,35,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314520,Nova Serrana,108241,3820,982.00,562.00,0.00,0.00,420,56.36,0.00,0,0,0,0,0,0,,31452011,Prefeitura Municipal de Nova Serrana,PMNS,Local,Administração pública direta,Água e Esgoto
313660,Nova União,5739,3001,261.47,261.47,0.00,261.47,,,,4784,0,4772,5,187,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
313660,Nova União,5739,,,,,,3470,300.00,0.00,,,,,,,,31366011,Prefeitura Municipal de Nova União,PMNU,Local,Administração pública direta,Esgoto
314530,Novo Cruzeiro,31339,9785,489.12,489.12,0.00,489.12,7018,208.92,0.00,4562,0,4560,9,200,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314530,Novo Cruzeiro,31339,2719,115.29,105.41,9.86,105.40,2510,62.59,62.59,5272,36,3618,159,482,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314535,Novo Oriente de Minas,10800,5611,340.33,312.07,28.26,312.07,5611,191.49,191.49,2014,23,505,0,373,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314537,Novorizonte,5348,2904,225.94,0.00,225.94,225.94,470,18.05,0.00,714,9,711,4,772,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314540,Olaria,1694,1694,163.35,0.00,163.35,0.00,1694,59.00,0.00,0,0,72,0,72,69,,31454011,Prefeitura Municipal de Olaria,PMO,Local,Administração pública direta,Água e Esgoto
314545,Olhos-d Água,6243,3626,171.22,151.21,12.91,151.21,,,,2336,3,2388,19,232,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
314550,Olímpio Noronha,2829,2512,395.00,259.00,0.00,0.00,2512,395.00,0.00,4320,12,4320,60,48,2,,31455011,Prefeitura Municipal de Olímpio Noronha,PMON,Local,Administração pública direta,Água e Esgoto
314560,Oliveira,41987,41987,3020.57,3020.57,0.00,3020.57,41987,1798.87,1746.48,5784,1,5872,4,2100,0,,31456011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
314570,Oliveira Fortes,2128,1210,70.31,70.31,0.00,70.31,,,,1082,0,1064,26,123,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314570,Oliveira Fortes,2128,,,,,,2125,122.00,0.00,,,,,,,,31457011,Prefeitura Municipal de Oliveira Fortes,PMOF,Local,Administração pública direta,Esgoto
314580,Onça de Pitangui,3155,1516,109.02,109.02,0.00,109.02,,,,239,0,239,3,135,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314580,Onça de Pitangui,3155,,,,,,1785,310.00,0.00,,,,,,,,31458011,Prefeitura Municipal de Onça de Pitangui,PMOT,Local,Administração pública direta,Esgoto
314587,Orizânia,8138,2424,125.57,125.57,0.00,125.57,,,,2312,0,2312,0,101,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
